Ticker,Total Current Assets,Total Current Liabilities,Total Debt,Total Equity,Operating Income (Loss),"Interest Expense, Net",Net Income,Revenue,Price to Earnings Ratio (quarterly),Price to Book Value,Current Ratio,Debt-to-Equity Ratio,Interest Coverage Ratio,Net Profit Margin,ROE
AMZN,0.0576827310585826,0.1674197009087237,0.0068871127673694,0.1542696245397688,0.5508077794841519,0.1779951826351944,0.207671348120201,0.364204365212776,0.502306891827217,0.2358932193365095,0.34453968526697404,0.04464334951171147,3.0945094767707637,0.570205543799221,1.3461583817277385
ANET,0.0040555989728754,0.0029035771705823,4.2568802146876725e-06,0.1144890190891177,0.5377952055170027,0.1802172890535917,0.2010846041770691,0.304644093619958,0.5006016027310876,0.2360666816232737,1.3967594916935053,3.718155897007151e-05,2.9841487925005747,0.6600640169571814,1.7563658574150751
ANSS,0.0011780820873422,0.0016393452552858,0.0001073761392995,0.1137881961306576,0.5365664375065626,0.1802213491897794,0.2003422381571561,0.3039789105378732,0.5013940408078792,0.235491789586231,0.7186296379872803,0.0009436491916631235,2.9772634591784093,0.6590662418082295,1.7606592332926394
AON,0.0211395510202703,0.06230911297393,0.0024700570448101,0.1174512630539367,0.5408045304400513,0.1789507689625601,0.201844292331143,0.3080624244504728,0.5004403328445646,0.2562355517238345,0.33926900915946345,0.021030485161115595,3.0220855354535967,0.6552058164548838,1.7185365834546267
AOS,0.0014906334566032,0.0024795080496687,0.0001414091312641,0.1126507353469246,0.5366134022665479,0.1801645336475132,0.2003321584657007,0.3046505866334036,0.5003186841290045,0.2355749490781514,0.6011811322017572,0.0012552881330832833,2.9784630271150747,0.6575800843829236,1.778347543393731
APA,0.0044277461022725,0.0113406258081126,0.0035836607496722,0.127762984229051,0.5398948094771497,0.1783614529348324,0.1993055977094195,0.3078174286357531,0.5001689513638525,0.2353985071122293,0.39043225455028063,0.02804928807272913,3.026970237085981,0.6474798993440427,1.5599635443087982
APD,0.005283614693491,0.0103866920498742,0.0025434985214961,0.1217530097636492,0.5402107933557496,0.1794009125585763,0.2024629117791896,0.3077152136615709,0.5005316045596422,0.2353316289126364,0.5086908005090026,0.020890641852990905,3.0111931185375944,0.6579554821811991,1.6628986188696036
APH,0.003737914748365,0.0048202398192847,0.0010871226077875,0.1148876005750971,0.5385161973268117,0.1797875419972072,0.2011536463546817,0.3059628288395256,0.5005130462784075,0.2356969989796594,0.7754624019764412,0.009462488574447115,2.995292061644499,0.6574447200584119,1.7508734219163726
APTV,0.008087648235875,0.0161109114620308,0.0018772985802059,0.1172729160164997,0.5396295633536178,0.1791806906239224,0.2020222477532546,0.3100742008632414,0.5006354854449266,0.235165001154574,0.5019981802355173,0.016007946625474664,3.0116502033482613,0.6515287218053875,1.7226675571436385
ARE,0.0003654722887092,0.0044655823047197,0.0023295242808578,0.1189870792274853,0.5379390042958866,0.1791790193842645,0.2010434546260459,0.3049014762593189,0.5008737985702929,0.234916372901226,0.08184202278008182,0.019577960027105983,3.0022432656706926,0.6593718636345935,1.689624251064111
ATO,0.0012885896849804,0.0052571225047517,0.0017213578751357,0.1160619717481379,0.5375708466398292,0.1794714105498158,0.2007128325326019,0.3050415778386161,0.5005032575947763,0.2349966972607089,0.24511311726437723,0.014831368528454434,2.995300727803752,0.6579851637103389,1.7293591476126384
AVB,0.0006079122176778,0.0072193435684109,0.0025193332044231,0.1195510344019356,0.5373198849576146,0.1790081513002197,0.2010898257827061,0.3043711507565974,0.5005942878779361,0.2350906831390567,0.08420602398503273,0.021073286542657554,3.001650377677272,0.6606730804901929,1.6820417053576773
AVGO,0.0186099309044577,0.0218614077102814,0.0166202154337859,0.1433016658138715,0.5582082001085414,0.1696166338412632,0.211865897281125,0.3157742806712704,0.5005293774592996,0.2365434722043791,0.8512686443199844,0.11598061571296177,3.2909991636253326,0.6709409545031413,1.4784608125652128
AVY,0.0025854650343671,0.0075280746136394,0.0008779886672374,0.1129771165285109,0.5372747761617073,0.1797653084101335,0.20044318963087,0.3063350568883157,0.5005002412898445,0.2357881124150596,0.34344306706030026,0.0077713849867626136,2.9887567346193293,0.6543266437309786,1.7741928258567845
AWK,0.0014021930441507,0.0068800379797417,0.0039340781196401,0.1183271167968459,0.5383266681454053,0.1780579849454991,0.2006465328088644,0.304952868373415,0.500612529417527,0.2351975145598727,0.20380600343769367,0.03324747721517174,3.0233222526368535,0.6579591589975556,1.6956935843653784
AXON,0.000520919241189,0.000518807444468,3.2448357384384305e-05,0.1115413346533922,0.5358502755108228,0.1803531294495697,0.2000020068057263,0.3037389201851189,0.5024245790180506,0.2360872244357051,1.004070482687783,0.0002909088140752087,2.9711171474884615,0.6584668394943646,1.7930752525708984
AZO,0.0043626249975005,0.0150530193743738,0.0017706822990899,0.1100407944854529,0.5450196551521215,0.177622317819011,0.2041108227544414,0.3114447132471867,0.5004082941683284,0.2330623475240593,0.2898172711401285,0.016091144264902407,3.0684187766735005,0.6553677557289059,1.8548650408137894
BA,0.0741655544299917,0.2002947124161911,0.0102087593667389,0.1129465177437442,0.5429708569787469,0.1753592441456399,0.2030961361389351,0.3346382682898718,0.4968412208135882,0.233833753336174,0.37028213843151075,0.0903857823213353,3.0963343827360315,0.6069124645451736,1.79816199911293
BAX,0.0101007938352782,0.0169373956715288,0.0032567906009602,0.1201441954939145,0.539552459396736,0.1793102554662338,0.2025205480312891,0.3088527128460054,0.5007156083058935,0.2352483158680903,0.5963605049539759,0.027107348695219833,3.0090440616116347,0.6557188575910818,1.6856457126266005
BBWI,0.0040317866702447,0.006598887424057,0.0018765611706852,0.1120792766940195,0.5391381261423076,0.1786867819912475,0.2011376980391195,0.3080124414416539,0.5003693054812013,0.2341974679984598,0.6109797623681774,0.016743159181944762,3.017224442313343,0.6530180959499343,1.794602035024126
BBY,0.010166394496911,0.0263225287228882,0.000565186661219,0.1160895284475796,0.5404894885416277,0.1799339353600709,0.2016231429009835,0.3209040117703654,0.5002719621153011,0.2356087634512363,0.3862240821897566,0.004868541278244668,3.0038218608404184,0.6282973584177635,1.7367900929326863
BDX,0.0079144446091633,0.0136552722814437,0.0043219819590254,0.1247921853622799,0.5403704120751581,0.1786914152931826,0.2017328682841959,0.3084468101859348,0.5011885082404612,0.2351645911589688,0.579588926975724,0.03463343434910129,3.0240423760064887,0.6540280580713068,1.6165504891075684
BEN,0.014309057374665,0.0122110432625624,0.0012484765178025,0.1268062653472451,0.5409583400494407,0.1798562067053961,0.202365017928183,0.3066958670203172,0.5002729279935889,0.2349105809741465,1.171812847353908,0.009845542839572504,3.0077268388937433,0.6598231006314058,1.5958597737582487
BG,0.0147167542924296,0.0286614058808612,0.0022489814260299,0.1203623217738412,0.5385197826556033,0.1788123898621332,0.2011595591113906,0.3234361532438901,0.500186538501868,0.2349711235879115,0.5134693794716046,0.01868509507697682,3.011646917033039,0.6219451879261758,1.6712834726582135
BIO,0.0022666002059808,0.0019388944497754,0.000254691708845,0.1157707941639837,0.5363994314400953,0.1800175840278721,0.200555590522225,0.3044658258704141,0.5001085472496684,0.234964000222366,1.1690168107105372,0.0021999651180093106,2.9797057567278795,0.6587129768960832,1.7323504772554963
BKNG,0.0071357438011264,0.0102229832169566,0.0023212945881614,0.1160561635746716,0.5414039265350296,0.1797147976472607,0.2024979425615779,0.3068357198027835,0.5006196767775277,0.2304733117499916,0.6980099301435343,0.020001476153120104,3.012572885610023,0.6599555706608475,1.7448271278697651
BKR,0.0191392864140281,0.0384622865831867,0.0031644093391782,0.1390380554928058,0.5396324580106138,0.1786525902831489,0.1978980922160822,0.3132042094007555,0.4990748886990855,0.2350388616921553,0.4976117676372001,0.02275930376012728,3.020568899422858,0.6318500399299066,1.4233376000164357
BLDR,0.001946393029768,0.0032470335690629,0.0007553824554134,0.1127941923066375,0.5378036613692143,0.1794339970568925,0.2008080812482494,0.3071168522654607,0.5001622262314546,0.2352378224464709,0.5994372981889844,0.006696997779458798,2.997222768206489,0.6538491123719845,1.7803051481794478
BLK,0.1486841752122801,0.4044355149947249,0.002657307258889,0.1460953454567396,0.5481212406534598,0.1794726575383774,0.2062014057234008,0.3092398180750532,0.5003905472869569,0.235143033789509,0.36763382467590516,0.018188856397727313,3.054065439111541,0.6668009540522859,1.4114166681953548
BMY,0.0208127027878799,0.0415758533416879,0.0070358076133549,0.1333146574094618,0.5473823656403132,0.169612314709236,0.2050873131964302,0.3139219559711564,0.5004114819484657,0.2353862396158292,0.5005959256405954,0.05277594939726068,3.227256031371797,0.6533066875235509,1.5383703276266638
BR,0.0015902989868501,0.003960150564417,0.0006326229462696,0.1125392294566483,0.5372885567259721,0.1798115624398406,0.2006173726918928,0.3053760433991471,0.5009699303711929,0.2360943647856933,0.40157538481979876,0.005621354876197152,2.988064557337531,0.6569519025094983,1.7826439159082164
BRO,0.0018546858476734,0.0049886910895688,0.0004614108665299,0.1135961000171056,0.5369105549299767,0.1799889407896499,0.2004195064023664,0.3042687846957748,0.5005191325472438,0.2353058718689183,0.37177805046928863,0.004061854821251958,2.983019693179123,0.6586923026059252,1.7643167887998505
BSX,0.0055130474848633,0.0128054614252899,0.0031148751208926,0.1248537454805433,0.5387636059971728,0.1780952021959588,0.1998626043397571,0.3074094193874145,0.5017209067032543,0.2353134762663034,0.43052314178819145,0.024948191252924884,3.0251438520189287,0.6501512046638984,1.600773797938668
BWA,0.0040874105317672,0.0084552757493618,0.0009617452096512,0.1159743689518155,0.5383976034949965,0.1798679826444934,0.2009180530581299,0.3085972077982283,0.5003012936227014,0.2349627586190756,0.48341540275321193,0.008292739321140705,2.993293167462338,0.6510689273296899,1.7324349757109385
BX,0.0090981168534803,0.0603590461630807,8.158176216520401e-07,0.1292276122563478,0.543725847184848,0.179122544926826,0.2021915284907641,0.3067049180860107,0.5201639914820164,0.2352859959040249,0.15073327747589998,6.3130286740399495e-06,3.035496438524628,0.659237972943305,1.5646155257413437
BXP,0.0022958475076739,0.0307365495453543,0.004236377485873,0.1187454494845889,0.5376655322844637,0.1777066436380709,0.2007477007568346,0.3044705820588279,0.5002613251235878,0.2349662044382906,0.07469437987130562,0.035676124889508366,3.025579242718178,0.6593336518732946,1.6905717366701127
CAG,0.0054668380818313,0.0130397299374518,0.0030021965797453,0.1179046654018063,0.5387785635517438,0.1783088682672242,0.2010104895496511,0.3090165594499811,0.5003108958346887,0.2350264737038448,0.41924473191195705,0.025462915903405006,3.021602732312217,0.6504845238955151,1.704856112899597
CAH,0.0269151981750122,0.0709910130869641,0.0024791250928101,0.1183354378066121,0.540550906582449,0.1791747002522372,0.2009749450578737,0.3569377205603764,0.5023275252161231,0.2330989708918633,0.37913528775876243,0.020949980316645068,3.0168930424969393,0.5630532540588647,1.698349613463331
CARR,0.0141048059250358,0.0233970535506552,0.004435367318173,0.1228911414950334,0.5413503599521372,0.1786824919664144,0.2032912150207655,0.3121748216815374,0.5005044684621053,0.2354478192992988,0.6028453922413156,0.03609183920187001,3.02967769250661,0.6512095175572852,1.6542381537645774
CAT,0.0375217933623055,0.0859450975202615,0.0116030252296412,0.1257077294572045,0.5515708334755487,0.1758759901971745,0.2064622114948311,0.325372565943164,0.5003090561327707,0.2357688872361686,0.4365786350228966,0.0923016053168894,3.1361349144768584,0.6345409327807184,1.6423987004324854
CBOE,0.0008866552424002,0.0019844138470971,0.000307694782879,0.1133616102289152,0.537055743283354,0.1800676991551777,0.2004542625982196,0.3043703881693638,0.5003559522432548,0.2353491288460984,0.4468096429065156,0.0027142767490481194,2.9825212728493478,0.6585866115421152,1.7682728940902928
CBRE,0.0052018791384354,0.0139299257232401,0.0011870752124285,0.1148840227387575,0.5375414408111401,0.1795579804141759,0.2007276500734996,0.3085132409483681,0.5005931261334156,0.235182297749993,0.3734319365218728,0.010332813772789539,2.9936928426752445,0.6506289631409785,1.7472198943620532
CCI,0.0012189419380781,0.0042791478948318,0.0056235107934972,0.1184155442248619,0.5382393651579188,0.1769801895464099,0.200635572872113,0.3050194903283763,0.500736505401238,0.2358142199130426,0.2848562302673142,0.047489633479356315,3.0412407543318576,0.6577795165027448,1.694334761415458
CCL,0.004195965234555,0.0309247168641929,0.0072571000873985,0.1376335680390501,0.53841953651972,0.176456527355964,0.2000149870526423,0.3099498267721039,0.4997704645760729,0.2350705733285978,0.13568322235517127,0.052727689841910355,3.0512871617017123,0.6453140791709713,1.453242765572226
CDNS,0.0014640468551521,0.003026713151475,0.0002197790820472,0.1129660989920725,0.5373160421646858,0.1800817443596804,0.2008551430525942,0.3046833236610132,0.5012410946632748,0.2374346462497026,0.48370849230910107,0.0019455313054815074,2.983734104060515,0.6592259157447786,1.7780125616862223
CDW,0.004927454253153,0.0111283815664786,0.0020875695112431,0.1122508139172433,0.5382484675543063,0.1789571379500281,0.2008640956361984,0.3103553751133122,0.5004729737612802,0.237331944306922,0.44278264756806096,0.018597366365487172,3.0076948800142667,0.6472067563284895,1.7894221754533117
CE,0.0041399106670973,0.0075638637275929,0.0021863580247135,0.1144037563029269,0.5378812168093556,0.1789858737574303,0.2016132383661173,0.306557910002071,0.5002375387100922,0.2350919300034717,0.5473275056496519,0.01911089369237402,3.0051601588308383,0.6576677090627192,1.7622956175693265
CEG,0.0112097121841601,0.0891255182704824,0.0035697623303876,0.1260973402678665,0.5383748700445281,0.1782451798486576,0.2011840328100094,0.3141176096892609,0.5006115592920475,0.2351461836225721,0.12577444038126465,0.028309576734960568,3.0204175535161477,0.6404735888861169,1.5954661088222597
CF,0.0022805721593769,0.0033096751653312,0.0013087391524548,0.1169076556907612,0.5394443089443824,0.1793805972449073,0.2012979981065063,0.305623652460808,0.5001955450139922,0.2350950327645756,0.6890622328335605,0.011194640288713146,3.007261193404782,0.6586466606419474,1.721854714450614
CHD,0.0011100400445322,0.0031857647810086,0.0006455481288065,0.1135969526308922,0.537268939594832,0.1799250860946983,0.2006143331383838,0.3050190563359759,0.5004673138890193,0.2355869038213283,0.34843754038261604,0.005682794422347435,2.986070209865323,0.6577108182952636,1.7660186166281684
CHRW,0.0023645706459398,0.0049987376104204,0.0003210700684851,0.1125603037144497,0.5372944707882813,0.1801463969800628,0.2006103469819792,0.3083616154142141,0.5004896060784051,0.2357812206642596,0.4730335597152772,0.002852427169169794,2.9825435301253616,0.6505684785458935,1.782247740650208
CHTR,0.0020712495535696,0.019138600926291,0.02006279278034,0.1244380821850134,0.5444391497407589,0.1654899431410263,0.2015939495078385,0.3129707194623189,0.5002541526926282,0.235406383684388,0.10822366595900391,0.16122711334067993,3.28986244968857,0.6441303833603834,1.620034204706807
CL,0.0050481263546192,0.0139527335993524,0.0027237815923547,0.1127949893684405,0.5439869221115671,0.179538674512621,0.203132123115337,0.3101031948843262,0.506672251071489,0.2506828702162997,0.36180195935608656,0.024148072601501577,3.029914995130069,0.65504685687327,1.8008966910029462
CLX,0.0017460301199482,0.0061020411457396,0.0011724257544373,0.1116252774402981,0.5381892829332354,0.1796227829824627,0.2009032398632721,0.306001534439495,0.5010533139039409,0.2418962838140131,0.2861386998623019,0.010503228133648873,2.9962194884029887,0.6565432432594427,1.799800587019581
CMCSA,0.0169729142231024,0.0710683560697093,0.0288432634268543,0.1888685926682659,0.568046537681093,0.1625519735553942,0.2115990289442745,0.3326082802775945,0.5001958394753621,0.2350674187004691,0.23882519818601214,0.15271603933384212,3.4945533127440935,0.6361808815092462,1.1203505355489833
CME,0.044729710062602,0.1350955922136695,0.0009966058437757,0.1319447824405535,0.5400633781568132,0.17938897671124,0.2021418499234738,0.3048658649645061,0.5004840026029936,0.2351250404377221,0.33109673920268784,0.007553203888336483,3.010571708796499,0.6630517652312702,1.532018517022808
CMG,0.0007711326890715,0.0013969984084967,1.61806384113938e-06,0.1128807420455479,0.5369922843599043,0.1802602579385646,0.2004962079348512,0.3053323311737175,0.500987024202085,0.2375089949514289,0.5519925322615867,1.433427714788129e-05,2.9789832240388745,0.6566491244609788,1.7761772672786829
CMI,0.0091465824266875,0.0170867067427075,0.0010641858676482,0.1184068179711136,0.5395238159905964,0.1797555352287393,0.2017889220504658,0.310801635022727,0.5002536031189294,0.2352217182399854,0.5353039976876296,0.008987538774226816,3.001430889480267,0.6492530904340649,1.7042001930977826
CMS,0.0035539901169352,0.0095083623481033,0.0048570434773343,0.1172541273719212,0.5385666559218267,0.177261819852742,0.2008573605540777,0.306559867783322,0.5004494082133326,0.2350962012518664,0.37377520826645183,0.04142321968699768,3.038255256372941,0.6551978313614248,1.713008872745037
CNC,0.010954172029065,0.0308852252344128,0.0024712824673774,0.1200387008421889,0.5384160496514392,0.1789143506752208,0.2008793785815904,0.3210218204769671,0.5002671673479719,0.235009768647829,0.3546735355149585,0.02058738098662295,3.009350829709651,0.6257499203111124,1.6734551204921837
CNP,0.0045054002503525,0.0136467409156638,0.0046237016302233,0.1176491852551115,0.5387441432974249,0.1771726736403747,0.2008641149573806,0.3074357771133148,0.5004661755235398,0.2350295053881874,0.33014477802397335,0.03930075350880863,3.040785761301816,0.653353090012507,1.707314118001116
COO,0.0010594799020043,0.001934822304963,0.0005792550472412,0.1148085967096098,0.5369395057278488,0.1798668789520057,0.2009822625101424,0.3047629129765907,0.5011346761103874,0.2350987133135786,0.5475851189469105,0.005045397852099299,2.9852049963635694,0.659470867196955,1.750585481142107
COP,0.022245888553175,0.0570351538591466,0.0098431609879312,0.174832644220719,0.5651466209427627,0.1741859155984013,0.2092806412019896,0.337053621094147,0.5002134485812543,0.2351847833531856,0.3900381965850957,0.05630047541639086,3.2445023984932893,0.6209120095568789,1.1970341244612273
COST,0.0195319091269009,0.0567265558052419,0.0019009724344651,0.1263633452006474,0.5444246665670782,0.1800668868164332,0.2038413733600566,0.3523734801284482,0.5008075168647382,0.236237520815755,0.344316852127589,0.01504370141077399,3.0234579838217823,0.5784810289518716,1.613136887412919
CPB,0.0023410252027899,0.0103147662579686,0.0021278133516798,0.1129507455603523,0.538704797428978,0.1791626275662763,0.2011501599866145,0.3068819686506639,0.5003901023311349,0.2353299000105785,0.2269586284595986,0.018838417941587277,3.0067922353376906,0.655464251845933,1.7808661553201979
CPRT,0.0008447612753528,0.0007937765784968,9.92572866912923e-05,0.1128867111979305,0.536975297692912,0.1802334727004565,0.2005327363815587,0.3041607895234776,0.5006059291168414,0.2357134142335553,1.0642305382108292,0.0008792645798428747,2.9793316948697504,0.659298447691858,1.7764069326986909
CPT,0.0004755559739584,0.0014516995753862,0.0016199984262011,0.1166786854506684,0.5365612179524902,0.1794157476106561,0.2002927897874276,0.3042349992616986,0.5011946340422427,0.2351043475100806,0.3275856671872942,0.013884270464171738,2.99060269289663,0.6583489416848408,1.7166184981755828
CRL,0.0010764597917261,0.0021098774182373,0.000684372553563,0.1129563412654782,0.5365753626799761,0.1799518899981859,0.2001974394903465,0.3044599555752912,0.5005140257195034,0.2352846532709322,0.5102001578013142,0.006058735135148702,2.9817711983207587,0.6575493289817511,1.7723435200492899
CRM,0.0099629600389783,0.030331339241814,0.0012020897155428,0.1299960823655212,0.5371391028054259,0.1799641529970212,0.2009005069249499,0.3080500176472605,0.503358783198966,0.2352356996563964,0.3284708254900799,0.009247122633763536,2.984700529856725,0.6521684642621755,1.5454350874979494
CSCO,0.0574730953243167,0.075657928845961,0.0066114099194498,0.1650014161976333,0.5610027257212863,0.1827360475964331,0.2125619060910121,0.3215757801566447,0.5003276883960601,0.2354302297369798,0.7596440479005382,0.04006880711575753,3.070016743276857,0.6610009808184865,1.2882429192996283
CSGP,0.0014350881502072,0.0004970216136035,0.0001146215877977,0.11348496320224,0.5361653618811414,0.1803036848826059,0.200118874404755,0.3038851076668986,0.5017246038748985,0.2353952847581747,2.8873757416755814,0.0010100156405164836,2.9736794465971887,0.6585346545646252,1.7633955086025441
CSX,0.0035789072731101,0.0097606897248518,0.005450245506285,0.1241421416189684,0.5421119527664243,0.1766315777611621,0.2033656330420484,0.3083430969917263,0.5003479860229115,0.2355251739765952,0.3666654072609034,0.043903266330087426,3.069167810409631,0.6595433302257624,1.6381675907142155
